marca,modelo,mes_matriculacion,ano_matriculacion,kilometraje,distintivo_ambiental,garantia,precio_nuevo,precio_contado,concesionario,provincia,comunidad_autonoma,tipo_traccion,largo,ancho,alto,capacidad_maletero,num_plazas,num_puertas,batalla,peso,consumo_medio,consumo_carretera,consumo_urbano,co2,deposito,combustible,num_cilindros,cilindrada,sobrealimentacion,tipo_cambio,num_marchas,potencia_kw,potencia_cv,par,velocidad_max,aceleracion
HONDA,E:NY1,7,2024,6000.0,0 EMISIONES,12.0,,36690.00,DOMINGO ALONSO OCASIÓN,Las Palmas,Canarias,,,,,,,5.0,,,,,,,,Eléctrico,,,,Automático,,,204.0,,,
BMW,I4,11,2024,10.0,0 EMISIONES,24.0,65500.00,57900.00,BMW HISPAMOVIL,Alicante,Valencia,trasera,4783.0,1852.0,1448.0,470.0,5.0,5.0,2856.0,2605.0,,,,,,Eléctrico,,,,Automático,1.0,250.0,340.0,430.0,190.0,5.60
AUDI,A3,7,2024,2406.0,ECO,12.0,34289.00,32700.00,Holamotor Córdoba,Córdoba,Andalucía,delantera,4343.0,1816.0,1449.0,380.0,5.0,5.0,2636.0,1835.0,,,,,45.00,Gasolina,3.0,,Turbo de geometría variable,Automático,7.0,81.0,110.0,200.0,204.0,10.60
BMW,X2,3,2024,18500.0,C,24.0,46200.00,48800.00,BMW HISPAMOVIL,Alicante,Valencia,delantera,4554.0,1845.0,1590.0,560.0,5.0,5.0,2692.0,2170.0,,,,,45.00,Diesel,4.0,1995.0,Turbo de geometría variable,Automático,7.0,110.0,150.0,360.0,210.0,8.90
MERCEDES-BENZ,CLASE GLA,11,2017,98000.0,,12.0,,21900.00,INTEGRAL MOTION MADRID,Madrid,Madrid,,,,,,,5.0,,,,,,,,Diesel,,1461.0,,Manual,,,109.0,,,
AUDI,A4,1,2019,48000.0,C,12.0,74946.00,44990.00,AUTOS ZAMORA,Zamora,Castilla y León,total permanente,4745.0,1842.0,1404.0,480.0,5.0,4.0,2825.0,2200.0,7.50,6.10,9.90,170.00,58.00,Gasolina,6.0,2995.0,Turbo,Automático,8.0,260.0,354.0,500.0,250.0,4.70
BMW,SERIE 1,9,2021,52068.0,C,12.0,32800.00,21990.00,GRUPO MOTORALBA,Albacete,Castilla-La Mancha,delantera,4319.0,1799.0,1434.0,380.0,5.0,5.0,2670.0,1925.0,3.80,3.50,4.50,100.00,42.00,Diesel,3.0,1496.0,Turbo de geometría variable,Manual,6.0,85.0,116.0,270.0,200.0,10.30
PORSCHE,MACAN,5,2023,18900.0,C,18.0,84782.00,76900.00,SOLO CAR SALES,Málaga,Andalucía,total permanente,4726.0,1934.0,1606.0,458.0,5.0,5.0,2807.0,2510.0,,,,,65.00,Gasolina,4.0,1984.0,Turbo,Automático,7.0,195.0,265.0,400.0,232.0,6.40
PORSCHE,MACAN,1,2023,12900.0,C,18.0,79064.00,79900.00,SOLO CAR SALES,Málaga,Andalucía,total permanente,4726.0,1922.0,1621.0,458.0,5.0,5.0,2807.0,2510.0,,,,,65.00,Gasolina,4.0,1984.0,Turbo,Automático,7.0,195.0,265.0,400.0,232.0,6.40
MERCEDES-BENZ,CLASE B,3,2023,78704.0,C,36.0,43894.00,29500.00,DITRAM AUTOMOCION MERCEDES,Lugo,Galicia,delantera,4419.0,1796.0,1562.0,445.0,5.0,5.0,2729.0,2090.0,,,,,43.00,Diesel,4.0,1950.0,Turbo de geometría variable,Automático,8.0,85.0,116.0,280.0,200.0,10.00
MINI,,11,2020,43857.0,0 EMISIONES,24.0,,21500.00,MOVITRANSA CARS SEVILLA,Sevilla,Andalucía,,,,,,,3.0,,1440.0,,,,,,Eléctrico,,,,Automático,,,184.0,,,
BMW,SERIE 1,2,2024,21065.0,C,24.0,35867.00,32900.00,MOVITRANSA CARS SEVILLA,Sevilla,Andalucía,delantera,4319.0,1799.0,1434.0,380.0,5.0,5.0,2670.0,1870.0,4.90,4.30,5.90,113.00,42.00,Gasolina,3.0,1499.0,Turbo,Automático,7.0,100.0,136.0,220.0,213.0,8.80
RENAULT,CLIO,12,2021,57485.0,C,12.0,18110.00,12900.00,YOURCAR.ES,Madrid,Madrid,delantera,4050.0,1798.0,1440.0,340.0,5.0,5.0,2583.0,1603.0,,,,,42.00,Gasolina,3.0,,Turbo,Manual,6.0,67.0,91.0,160.0,180.0,12.20
BMW,X5,12,2018,149784.0,C,24.0,77700.00,46900.00,MOVITRANSA CARS SEVILLA,Sevilla,Andalucía,total permanente,4922.0,2004.0,1745.0,550.0,5.0,5.0,2975.0,2860.0,6.10,5.70,6.70,159.00,80.00,Diesel,6.0,2993.0,Turbo de geometría variable,Automático,8.0,195.0,265.0,620.0,230.0,6.50
BMW,SERIE 4,9,2024,1985.0,C,24.0,62699.00,58900.00,MOVITRANSA CARS SEVILLA,Sevilla,Andalucía,trasera,4768.0,1852.0,1384.0,300.0,4.0,2.0,2851.0,2185.0,,,,,59.00,Gasolina,4.0,1998.0,Turbo,Automático,8.0,135.0,184.0,300.0,236.0,8.20
MERCEDES-BENZ,EQE,4,2024,11896.0,0 EMISIONES,24.0,73744.00,59900.00,CADIMAR S.A.,Cádiz,Andalucía,trasera,4946.0,1936.0,1510.0,430.0,5.0,4.0,3120.0,2895.0,,,,,,Eléctrico,,,,Automático,1.0,215.0,292.0,565.0,210.0,6.40
PEUGEOT,2008,8,2018,137413.0,C,12.0,20650.00,10900.00,STELLANTIS &YOU OURENSE,Orense,Galicia,delantera,4159.0,1739.0,1556.0,360.0,5.0,5.0,2538.0,1656.0,4.70,4.00,5.80,103.00,50.00,Gasolina,3.0,1199.0,,Manual,5.0,81.0,110.0,205.0,190.0,9.90
TOYOTA,COROLLA,3,2021,54802.0,ECO,24.0,28850.00,23490.00,TOYOTA HUELVA,Huelva,Andalucía,delantera,4370.0,1790.0,1435.0,361.0,5.0,5.0,2640.0,1820.0,,,,,43.00,Híbrido Enchufable,4.0,1798.0,,Automático,1.0,90.0,122.0,142.0,180.0,10.90
TOYOTA,C-HR,9,2023,11038.0,ECO,24.0,41400.00,34990.00,TOYOTA HUELVA,Huelva,Andalucía,delantera,4395.0,1795.0,1555.0,358.0,5.0,5.0,2640.0,1860.0,,,,,43.00,Híbrido Enchufable,4.0,1987.0,Turbo,Automático,1.0,135.0,184.0,190.0,180.0,8.20
TOYOTA,C-HR,8,2020,59548.0,ECO,24.0,34600.00,25490.00,TOYOTA NIMAUTO,Cádiz,Andalucía,delantera,4395.0,1795.0,1555.0,358.0,5.0,5.0,2640.0,1860.0,,,,,43.00,Híbrido Enchufable,4.0,1798.0,Turbo,Automático,1.0,90.0,122.0,142.0,170.0,11.00
TOYOTA,C-HR,8,2020,59548.0,ECO,24.0,34600.00,25490.00,TOYOTA HUELVA,Huelva,Andalucía,delantera,4395.0,1795.0,1555.0,358.0,5.0,5.0,2640.0,1860.0,,,,,43.00,Híbrido Enchufable,4.0,1798.0,Turbo,Automático,1.0,90.0,122.0,142.0,170.0,11.00
CITROEN,C3,6,2023,17071.0,C,24.0,21865.00,14990.00,ALVARO VILLACAÑAS,Madrid,Madrid,delantera,3996.0,1749.0,1474.0,300.0,5.0,5.0,2539.0,1640.0,,,,,42.00,Diesel,4.0,1499.0,Turbo de geometría variable,Manual,5.0,73.0,100.0,250.0,185.0,10.60
MINI,COUNTRYMAN,4,2024,12.0,ECO,12.0,39850.00,43900.00,BMW AUTOPREMIER.,Madrid,Madrid,delantera,4444.0,1843.0,1661.0,450.0,5.0,5.0,2692.0,2095.0,,,,,45.00,Gasolina,3.0,1499.0,Turbo,Automático,7.0,125.0,170.0,280.0,212.0,8.30
BMW,SERIE 3,3,2012,67000.0,C,12.0,60662.00,19990.00,Top Car Concesionario en Vizcaya,Vizcaya,País Vasco,trasera,4612.0,1782.0,1384.0,210.0,4.0,2.0,2760.0,2150.0,8.20,6.50,11.10,190.00,63.00,Gasolina,6.0,2996.0,,Automático,6.0,200.0,272.0,320.0,250.0,6.70
RENAULT,ARKANA,11,2023,17000.0,ECO,12.0,36030.00,29900.00,AUTOS COZAR CADIZ,Cádiz,Andalucía,delantera,4568.0,1820.0,1571.0,513.0,5.0,5.0,2720.0,1961.0,,,,,50.00,Híbrido Enchufable,4.0,1598.0,Turbo,Automático,4.0,105.0,145.0,148.0,172.0,10.80
VOLKSWAGEN,TIGUAN,8,2024,7800.0,ECO,48.0,50319.00,43900.00,VOLKSWAGEN HELMANTICA SALAMANCA,Salamanca,Castilla y León,delantera,4539.0,1859.0,1658.0,652.0,5.0,5.0,2677.0,2140.0,,,,,55.00,Gasolina,4.0,1498.0,Turbo,Automático,7.0,110.0,150.0,250.0,210.0,9.10
KIA,CARENS,11,2016,76583.0,C,24.0,22490.00,12781.00,BYmyCAR,Barcelona,Cataluña,delantera,4525.0,1805.0,1610.0,536.0,5.0,5.0,2750.0,2000.0,6.50,5.40,8.30,150.00,58.00,Gasolina,4.0,1591.0,,Manual,6.0,99.0,135.0,168.0,185.0,11.30
PEUGEOT,2008,5,2022,35552.0,C,12.0,,15990.00,AUTOS MADRID MÓSTOLES,Madrid,Madrid,,,,,,,5.0,,,4.60,,,,,Gasolina,,,,Manual,,,100.0,,,
MINI,,11,2019,59790.0,C,24.0,23200.00,19990.00,BMW VEHINTER,Madrid,Madrid,delantera,3821.0,1727.0,1414.0,211.0,4.0,3.0,2495.0,1565.0,4.50,3.80,5.70,122.00,40.00,Gasolina,3.0,1499.0,Turbo,Manual,6.0,100.0,136.0,220.0,210.0,7.90
FIAT,500,6,2021,42996.0,ECO,24.0,19300.00,14800.00,COMAUTO SPORT SA,Castellón,Valencia,delantera,3571.0,1627.0,1488.0,185.0,4.0,3.0,2300.0,1055.0,,,,,35.00,Gasolina,3.0,,Turbo,Manual,6.0,52.0,70.0,92.0,167.0,13.80
AUDI,Q2,2,2024,24559.0,C,24.0,43481.00,34500.00,TELENAUTO,León,Castilla y León,delantera,4208.0,1794.0,1508.0,405.0,5.0,5.0,2601.0,1870.0,,,,,50.00,Gasolina,4.0,1495.0,Turbo,Automático,7.0,110.0,150.0,250.0,218.0,8.60
VOLKSWAGEN,T-ROC,11,2024,100.0,C,24.0,33080.00,28500.00,TELENAUTO,León,Castilla y León,delantera,4234.0,1819.0,1573.0,445.0,5.0,5.0,2590.0,1790.0,,,,,50.00,Gasolina,3.0,,Turbo,Manual,6.0,85.0,115.0,200.0,189.0,10.10
BMW,SERIE 5,6,2024,6809.0,0 EMISIONES,12.0,71350.00,54990.00,GYATA,Madrid,Madrid,trasera,5060.0,1900.0,1515.0,520.0,5.0,4.0,2995.0,2655.0,,,,,60.00,Híbrido Enchufable,4.0,1998.0,Turbo,Automático,8.0,220.0,299.0,450.0,218.0,6.30
TOYOTA,LAND CRUISER,2,2017,149000.0,C,12.0,43701.00,30900.00,AUTOMOVILES MARTIN,Córdoba,Andalucía,total permanente,4505.0,1885.0,1830.0,,5.0,3.0,2450.0,2600.0,7.20,6.50,8.60,190.00,87.00,Diesel,4.0,2755.0,Turbo de geometría variable,Manual,6.0,130.0,177.0,420.0,175.0,12.10
PEUGEOT,208,3,2016,17286.0,C,12.0,15410.00,10990.00,ICARS,Valencia,Valencia,delantera,3962.0,1739.0,1460.0,311.0,5.0,5.0,2538.0,1530.0,4.50,3.90,5.50,104.00,50.00,Gasolina,3.0,1199.0,,Manual,5.0,60.0,82.0,118.0,175.0,12.20
MERCEDES-BENZ,CLASE GLA,5,2020,90000.0,C,12.0,34015.00,21000.00,AUTOCASION CABAS,Sevilla,Andalucía,delantera,4424.0,1804.0,1494.0,421.0,5.0,5.0,2699.0,1940.0,6.30,5.50,7.60,144.00,50.00,Gasolina,4.0,1595.0,Turbo,Automático,7.0,90.0,122.0,200.0,200.0,8.70
SKODA,SCALA,3,2023,39000.0,C,24.0,,24390.00,RENAULT AUTOPUENTE OCASION,Murcia,Murcia,,,,,,,5.0,,,,,,,,Gasolina,,,,Automático,,,150.0,,,
BMW,X1,12,2023,23500.0,ECO,12.0,46050.00,44890.00,Holamotor Córdoba,Córdoba,Andalucía,delantera,4500.0,1845.0,1642.0,500.0,5.0,5.0,2692.0,2120.0,,,,,45.00,Gasolina,3.0,1499.0,Turbo,Automático,7.0,125.0,170.0,230.0,208.0,8.30
AUDI,A1,6,2024,3.0,C,12.0,35286.00,31300.00,Holamotor Córdoba,Córdoba,Andalucía,delantera,4029.0,1740.0,1433.0,335.0,5.0,5.0,2563.0,1680.0,,,,,40.00,Gasolina,3.0,,Turbo,Automático,7.0,85.0,116.0,200.0,203.0,9.40
MAZDA,2,7,2024,50.0,ECO,72.0,31150.00,24900.00,AUTOS CARRETERO 4X4,Ciudad Real,Castilla-La Mancha,delantera,3940.0,1745.0,1500.0,286.0,5.0,5.0,2560.0,1615.0,,,,,36.00,Híbrido Enchufable,3.0,1490.0,,Automático,1.0,85.0,116.0,120.0,175.0,9.70
KIA,PICANTO,3,2023,15015.0,C,60.0,15185.00,11990.00,SEMPROCAR Concesionario oficial Kia,Barcelona,Cataluña,delantera,3595.0,1595.0,1485.0,255.0,5.0,5.0,2400.0,1400.0,,,,98.00,35.00,Gasolina,3.0,,,Manual,5.0,49.0,67.0,98.0,161.0,14.60
OPEL,CORSA,5,2021,53958.0,0 EMISIONES,12.0,36100.00,14990.00,SEMPROCAR Concesionario oficial Kia,Barcelona,Cataluña,delantera,4060.0,1765.0,1435.0,309.0,5.0,5.0,2538.0,1530.0,,,,,,Eléctrico,,,,Automático,1.0,100.0,136.0,260.0,150.0,8.10
NISSAN,X-TRAIL,7,2023,19086.0,ECO,12.0,,36900.00,SANTI ENRIQUE Concesionario oficial Nissan,Barcelona,Cataluña,,,,,,,5.0,,,,,,,,Híbrido Enchufable,,1497.0,,Automático,,,213.0,,,
CITROEN,C5 AIRCROSS,9,2020,32002.0,C,12.0,30710.00,18950.00,EXCLUSIVAS PONT Concesionario oficial Spoticar,Barcelona,Cataluña,delantera,4500.0,1969.0,1654.0,580.0,5.0,5.0,2730.0,1940.0,5.20,4.70,6.10,118.00,53.00,Gasolina,3.0,1199.0,Turbo,Manual,6.0,96.0,130.0,230.0,195.0,10.50
DACIA,SANDERO,6,2023,3000.0,C,12.0,9850.00,14490.00,GESTICAN AUTOMÓVILES TENERIFE,Tenerife,Canarias,delantera,4089.0,1761.0,1555.0,320.0,5.0,5.0,2589.0,1550.0,5.10,4.70,5.80,115.00,50.00,Gasolina,3.0,,Turbo,Manual,5.0,66.0,90.0,140.0,168.0,11.10
VOLVO,XC40,11,2018,86000.0,,12.0,,24480.00,AUTOMOVILES HERNANDEZ,Córdoba,Andalucía,,,,,,,5.0,,,,,,,,Diesel,,2000.0,,Manual,,,150.0,,,
KIA,STONIC,3,2024,13524.0,ECO,72.0,,19990.00,SEMPROCAR Concesionario oficial Kia,Barcelona,Cataluña,,,,,,,5.0,,,5.50,,,,,Híbrido Enchufable,,,,Manual,,,100.0,,,
MERCEDES-BENZ,CLASE GLA,2,2024,18398.0,ECO,24.0,,46900.00,Valdisa Automotor10 Grupo Angal,Valencia,Valencia,,,,,,,5.0,,1800.0,,,,,,Híbrido Enchufable,,1332.0,,Automático,8.0,,218.0,,,
AUDI,Q7,8,2013,250000.0,,12.0,,17900.00,OCASION MALAGA,Málaga,Andalucía,,,,,,,5.0,,2345.0,7.20,6.50,8.20,,,Diesel,,2967.0,,Automático,,,204.0,,,
BMW,X1,6,2024,7859.0,C,24.0,44700.00,39500.00,BMW MOVILNORTE,Madrid,Madrid,delantera,4500.0,1845.0,1642.0,540.0,5.0,5.0,2692.0,2150.0,,,,,45.00,Diesel,4.0,1995.0,Turbo de geometría variable,Automático,7.0,110.0,150.0,360.0,210.0,8.90
BMW,X1,12,2020,79000.0,0 EMISIONES,24.0,49200.00,30445.00,BMW MOVILNORTE,Madrid,Madrid,total permanente,4447.0,1821.0,1582.0,450.0,5.0,5.0,2670.0,2330.0,1.80,,,43.00,36.00,Híbrido Enchufable,3.0,1499.0,Turbo,Automático,6.0,162.0,220.0,385.0,193.0,6.90
BMW,SERIE 1,1,2021,54434.0,C,24.0,35078.00,24945.00,BMW MOVILNORTE,Madrid,Madrid,delantera,4319.0,1799.0,1434.0,380.0,5.0,5.0,2670.0,1940.0,3.80,3.50,4.30,100.00,42.00,Diesel,3.0,1496.0,Turbo de geometría variable,Automático,7.0,85.0,116.0,270.0,200.0,10.10
SMART,FORFOUR,4,2016,47190.0,C,12.0,15122.00,10940.00,GRUPO GINESTAR VALENCIA,Valencia,Valencia,trasera,3495.0,1665.0,1554.0,190.0,4.0,5.0,2494.0,1400.0,4.20,3.80,4.80,97.00,28.00,Gasolina,3.0,,,Manual,5.0,52.0,71.0,91.0,151.0,16.90
PEUGEOT,3008,7,2021,59954.0,C,12.0,,20200.00,STELLANTIS & YOU SEVILLA ,Sevilla,Andalucía,,,,,,,5.0,,,,,,,,Gasolina,,1200.0,,Manual,,,130.0,,,
MITSUBISHI,SPACE STAR,3,2023,51750.0,C,12.0,,17970.00,HORIZONT AUTO,Valencia,Valencia,,,,,,,5.0,,,,,,,,Gasolina,,1200.0,,Manual,,,70.0,,,
MINI,COUNTRYMAN,8,2020,46453.0,C,24.0,29500.00,23500.00,BMW HISPAMOVIL,Alicante,Valencia,delantera,4299.0,1822.0,1557.0,450.0,5.0,5.0,2670.0,1950.0,5.50,4.80,6.80,128.00,51.00,Gasolina,3.0,1499.0,,Manual,6.0,100.0,136.0,220.0,202.0,9.60
LAND-ROVER,RANGE ROVER EVOQUE,2,2019,61393.0,ECO,,,32000.00,INTEGRAL MOTION MADRID,Madrid,Madrid,,,,,,,5.0,,,,,,,,Híbrido Enchufable,,2000.0,,Automático,,,149.0,,,
SEAT,LEÓN,10,2020,66526.0,C,12.0,26910.00,18500.00,BAYCAR DAS WELTAUTO,Tarragona,Cataluña,delantera,4368.0,1800.0,1456.0,380.0,5.0,5.0,2686.0,1850.0,5.10,4.30,6.50,117.00,45.00,Gasolina,4.0,1498.0,Turbo de geometría variable,Manual,6.0,96.0,130.0,200.0,208.0,9.40
SEAT,LEÓN,2,2024,16830.0,C,36.0,34560.00,24900.00,MOLINA HERMANOS VEHICULOS,Córdoba,Andalucía,delantera,4368.0,1800.0,1456.0,380.0,5.0,5.0,2686.0,1970.0,3.90,3.50,4.60,102.00,45.00,Diesel,4.0,1968.0,Turbo de geometría variable,Automático,7.0,110.0,150.0,360.0,215.0,8.50
SKODA,KAMIQ,4,2021,49000.0,C,12.0,,20390.00,RENAULT AUTOPUENTE OCASION,Murcia,Murcia,,,,,,,5.0,,,,,,,,Gasolina,,,,Manual,,,150.0,,,
VOLKSWAGEN,T-CROSS,10,2020,40576.0,C,12.0,26079.00,16990.00,TURBO MANISES,Valencia,Valencia,delantera,4110.0,1782.0,1558.0,455.0,5.0,5.0,2563.0,1720.0,,,,,40.00,Gasolina,3.0,,Turbo,Manual,5.0,70.0,95.0,175.0,180.0,11.50
BMW,X1,7,2021,70875.0,C,12.0,37549.00,25990.00,GRUPO MOTORALBA,Albacete,Castilla-La Mancha,delantera,4439.0,1821.0,1598.0,505.0,5.0,5.0,2670.0,2025.0,5.80,5.10,7.00,133.00,51.00,Gasolina,3.0,1499.0,Turbo,Automático,7.0,103.0,140.0,220.0,203.0,9.70
PORSCHE,MACAN,10,2015,128000.0,C,12.0,69195.00,37990.00,AUTOS ZAMORA,Zamora,Castilla y León,total permanente,4681.0,1923.0,1624.0,500.0,5.0,5.0,2807.0,2575.0,6.30,5.90,6.90,164.00,65.00,Diesel,6.0,2967.0,Turbo de geometría variable,Automático,7.0,190.0,258.0,580.0,230.0,6.30
DACIA,SANDERO,4,2019,38306.0,C,24.0,,9807.00,BYmyCAR,Barcelona,Cataluña,,,,,,,5.0,,,5.60,5.00,6.70,,,Gasolina,,,,Manual,,,90.0,,,
DACIA,SANDERO,10,2019,67620.0,C,24.0,15115.00,11182.00,BYmyCAR,Barcelona,Cataluña,delantera,4089.0,1761.0,1555.0,320.0,5.0,5.0,2589.0,1600.0,3.80,3.80,3.80,102.00,50.00,Diesel,4.0,1461.0,Turbo,Manual,5.0,70.0,95.0,220.0,167.0,11.70
RENAULT,CLIO,7,2023,26447.0,C,24.0,23960.00,24340.00,BYmyCAR,Barcelona,Cataluña,delantera,4050.0,1798.0,1440.0,315.0,5.0,5.0,2583.0,1702.0,,,,,39.00,Diesel,4.0,1461.0,Turbo,Manual,6.0,74.0,100.0,260.0,,
SEAT,ARONA,5,2021,82669.0,C,12.0,,15800.00,SAFARI CAR BADALONA,Barcelona,Cataluña,,,,,,,5.0,,,,,,,,Gasolina,,,,Manual,,,110.0,,,
FORD,C-MAX,1,2015,99726.0,C,12.0,19900.00,8400.00,SAFARI CAR BADALONA,Barcelona,Cataluña,delantera,4380.0,1828.0,1626.0,432.0,5.0,5.0,2650.0,1860.0,5.10,4.50,6.30,117.00,55.00,Gasolina,3.0,,Turbo,Manual,6.0,92.0,125.0,170.0,187.0,11.40
TOYOTA,URBAN CRUISER,2,2010,166000.0,C,12.0,16700.00,7000.00,IMAGICAR,Albacete,Castilla-La Mancha,delantera,3930.0,1725.0,1525.0,314.0,5.0,5.0,2460.0,1590.0,5.50,4.90,6.60,129.00,42.00,Gasolina,4.0,1323.0,,Manual,6.0,74.0,100.0,132.0,175.0,12.50
HYUNDAI,TUCSON,5,2019,25655.0,C,12.0,,25395.00,QUADIS ARmotors Tarragona,Tarragona,Cataluña,,,,,,,5.0,,1562.0,7.00,6.00,8.00,,,Gasolina,,1591.0,,Manual,7.0,,177.0,,,
PEUGEOT,3008,9,2019,103222.0,,12.0,,18900.00,FERTO TORRENT,Valencia,Valencia,,,,,,,5.0,,,,,,,,Diesel,,1499.0,,Automático,,,130.0,,,
FIAT,500,4,2023,1.0,ECO,24.0,18250.00,16500.00,STELLANTIS & YOU VALENCIA TRES CRUCES,Valencia,Valencia,delantera,3571.0,1627.0,1488.0,185.0,4.0,3.0,2300.0,1055.0,,,,,35.00,Gasolina,3.0,,Turbo,Manual,6.0,52.0,70.0,92.0,167.0,13.80
TOYOTA,COROLLA,10,2020,90835.0,ECO,24.0,31350.00,23990.00,TOYOTA NIMO GORDILLO,Sevilla,Andalucía,delantera,4653.0,1790.0,1435.0,581.0,5.0,5.0,2700.0,1955.0,3.90,4.00,3.60,89.00,43.00,Híbrido Enchufable,4.0,1987.0,,Automático,1.0,135.0,184.0,190.0,180.0,8.10
CITROEN,C4 CACTUS,6,2019,96502.0,C,12.0,24400.00,13995.00,GRUPO VELASCO OCASION,Madrid,Madrid,delantera,4170.0,1714.0,1480.0,358.0,5.0,5.0,2595.0,1680.0,4.00,3.60,4.40,101.00,45.00,Diesel,4.0,1499.0,Turbo,Automático,6.0,88.0,120.0,300.0,201.0,8.70
TOYOTA,LAND CRUISER,4,2021,103000.0,C,12.0,46100.00,39700.00,AUTOMOVILES MARTIN,Córdoba,Andalucía,total permanente,4395.0,1885.0,1830.0,381.0,5.0,3.0,2450.0,2600.0,7.20,6.30,9.00,190.00,87.00,Diesel,4.0,2755.0,Turbo de geometría variable,Automático,6.0,130.0,177.0,450.0,175.0,12.70
DACIA,SANDERO,10,2015,113203.0,C,12.0,10730.00,9800.00,ICARS,Valencia,Valencia,delantera,4081.0,1733.0,1523.0,320.0,5.0,5.0,2590.0,1550.0,5.20,4.30,6.70,115.00,50.00,Gasolina,3.0,,Turbo,Manual,5.0,66.0,90.0,135.0,175.0,11.10
TOYOTA,C-HR,8,2020,59548.0,ECO,24.0,34600.00,25490.00,TOYOTA NIMO GORDILLO,Sevilla,Andalucía,delantera,4395.0,1795.0,1555.0,358.0,5.0,5.0,2640.0,1860.0,,,,,43.00,Híbrido Enchufable,4.0,1798.0,Turbo,Automático,1.0,90.0,122.0,142.0,170.0,11.00
VOLVO,XC60,12,2019,149000.0,ECO,12.0,,35500.00,AUTOMOVILES MARTIN,Córdoba,Andalucía,,,,,,,5.0,,,,,,,,Híbrido Enchufable,,2000.0,,Automático,,,235.0,,,
VOLKSWAGEN,T-ROC,7,2022,46531.0,C,12.0,,20490.00,DOMINGO ALONSO OCASIÓN,Las Palmas,Canarias,,,,,,,5.0,,,,,,,,Gasolina,,1000.0,,Manual,,,110.0,,,
VOLKSWAGEN,TAIGO,5,2024,8000.0,C,12.0,,24990.00,DOMINGO ALONSO OCASIÓN,Las Palmas,Canarias,,,,,,,5.0,,,,,,,,Gasolina,,1500.0,,Manual,,,150.0,,,
AUDI,A3,5,2024,4380.0,C,12.0,41722.00,40500.00,Holamotor Córdoba,Córdoba,Andalucía,delantera,4495.0,1816.0,1425.0,425.0,5.0,4.0,2636.0,1975.0,,,,,50.00,Diesel,4.0,1968.0,Turbo de geometría variable,Automático,7.0,110.0,150.0,360.0,232.0,8.40
TOYOTA,YARIS CROSS,4,2024,14198.0,ECO,24.0,,24900.00,CUMACA MOTOR,Málaga,Andalucía,,,,,,,5.0,,1245.0,4.60,,,,,Híbrido Enchufable,,1490.0,,Automático,,,115.0,,,
AUDI,Q5,7,2024,7.0,ECO,12.0,62531.00,55300.00,Holamotor Córdoba,Córdoba,Andalucía,delantera,4689.0,1893.0,1660.0,510.0,5.0,5.0,2819.0,2420.0,4.80,4.40,5.50,126.00,70.00,Diesel,4.0,1968.0,Turbo de geometría variable,Automático,7.0,120.0,163.0,370.0,213.0,9.00
VOLVO,XC60,3,2021,49485.0,ECO,12.0,51507.00,33900.00,TOYOTA HUELVA,Huelva,Andalucía,delantera,4688.0,1902.0,1658.0,505.0,5.0,5.0,2865.0,2500.0,4.80,3.30,6.20,127.00,60.00,Diesel,4.0,1969.0,Turbo de geometría variable,Automático,8.0,145.0,197.0,400.0,205.0,8.40
AUDI,A5,3,2022,44447.0,ECO,12.0,59861.00,46900.00,Holamotor Córdoba,Córdoba,Andalucía,total permanente,4757.0,1843.0,1398.0,465.0,5.0,5.0,2824.0,2085.0,,,,,54.00,Diesel,4.0,1968.0,Turbo de geometría variable,Automático,7.0,150.0,204.0,400.0,210.0,6.90
OPEL,ASTRA,10,2011,158500.0,B,12.0,23240.00,7490.00,AUTOMOVILES POLIGONO EUROPA S.L,Zaragoza,Aragón,delantera,4698.0,1814.0,1535.0,500.0,5.0,5.0,2685.0,2095.0,4.50,3.90,5.50,119.00,56.00,Diesel,4.0,1686.0,Turbo,Manual,6.0,92.0,125.0,280.0,192.0,11.70
CITROEN,C4,7,2022,21288.0,C,12.0,28265.00,18500.00,EXCLUSIVAS PONT Concesionario oficial Spoticar,Barcelona,Cataluña,delantera,4360.0,1834.0,1520.0,380.0,5.0,5.0,2670.0,1755.0,4.70,3.20,6.10,110.00,50.00,Gasolina,3.0,1199.0,,Automático,8.0,96.0,130.0,230.0,210.0,10.80
SEAT,LEÓN,4,2018,64125.0,C,12.0,,14790.00,Dravit,Barcelona,Cataluña,,,,,,,5.0,,,5.20,4.30,6.70,,,Gasolina,,1395.0,,Manual,,,125.0,,,
PEUGEOT,308,4,2021,27658.0,C,12.0,24900.00,13190.00,Dravit,Barcelona,Cataluña,delantera,4253.0,1804.0,1472.0,420.0,5.0,5.0,2620.0,1735.0,4.40,3.90,5.30,101.00,53.00,Gasolina,3.0,1199.0,,Manual,6.0,81.0,110.0,205.0,189.0,10.00
SEAT,IBIZA,6,2021,63918.0,C,12.0,17040.00,13500.00,ONDINAUTO Concesionario oficial DAS WELTAUTO,Barcelona,Cataluña,delantera,4059.0,1780.0,1444.0,355.0,5.0,5.0,2564.0,1630.0,,,,,40.00,Gasolina,3.0,,,Manual,6.0,59.0,80.0,93.0,172.0,15.30
