marca,modelo,mes_matriculacion,ano_matriculacion,kilometraje,distintivo_ambiental,garantia,precio_nuevo,precio_contado,concesionario,provincia,comunidad_autonoma,tipo_traccion,largo,ancho,alto,capacidad_maletero,num_plazas,num_puertas,batalla,peso,consumo_medio,consumo_carretera,consumo_urbano,co2,deposito,combustible,num_cilindros,cilindrada,sobrealimentacion,tipo_cambio,num_marchas,potencia_kw,potencia_cv,par,velocidad_max,aceleracion
NISSAN,QASHQAI,2,2024,22099.0,ECO,,35900.00,26900.00,GRUPO DIMOLK,La Coruña,Galicia,delantera,4425.0,1848.0,1625.0,436.0,5.0,5.0,2665.0,1935.0,,,,,55.00,Gasolina,4.0,1332.0,Turbo,Manual,6.0,103.0,140.0,240.0,196.0,10.20
PEUGEOT,208,11,2020,74467.0,C,12.0,,11990.00,MAAS PRAGAUTO,Barcelona,Cataluña,,,,,,,5.0,,,4.20,3.70,5.20,,,Gasolina,,1199.0,,Manual,,,100.0,,,
BMW,SERIE 1,4,2021,38906.0,C,24.0,33500.00,22900.00,MOVITRANSA CARS SEVILLA,Sevilla,Andalucía,delantera,4319.0,1799.0,1434.0,380.0,5.0,5.0,2670.0,1845.0,5.50,4.50,7.10,126.00,42.00,Gasolina,3.0,1499.0,Turbo,Manual,6.0,100.0,136.0,220.0,213.0,8.90
ABARTH,500,11,2021,11000.0,C,12.0,27650.00,23900.00,AUTOS COZAR CADIZ,Cádiz,Andalucía,delantera,3657.0,1627.0,1485.0,185.0,4.0,3.0,2300.0,1425.0,5.80,4.70,7.60,134.00,35.00,Gasolina,4.0,1368.0,Turbo,Automático,5.0,132.0,180.0,250.0,225.0,6.90
VOLKSWAGEN,POLO,3,2007,160820.0,B,12.0,15855.00,4899.00,MR OCASION..,Barcelona,Cataluña,delantera,3916.0,1650.0,1467.0,270.0,5.0,5.0,2465.0,1650.0,4.50,3.90,5.70,122.00,45.00,Diesel,3.0,1422.0,Turbo,Manual,5.0,51.0,70.0,155.0,164.0,14.60
RENAULT,CLIO,12,2023,15907.0,C,24.0,,19134.00,BYmyCAR,Barcelona,Cataluña,,,,,,,5.0,,,,,,,,Gasolina,,1333.0,,Manual,,,140.0,,,
VOLKSWAGEN,TIGUAN,7,2021,48623.0,C,12.0,,22990.00,DOMINGO ALONSO OCASIÓN,Las Palmas,Canarias,,,,,,,5.0,,,,,,,,Gasolina,,1500.0,,Manual,,,130.0,,,
JAGUAR,F-PACE,11,2024,500.0,ECO,48.0,75800.00,59900.00,CLASSIC CARS DEL SUR,Sevilla,Andalucía,total permanente,4747.0,2071.0,1664.0,601.0,5.0,5.0,2874.0,2380.0,,,,,60.00,Diesel,4.0,1997.0,Turbo de geometría variable,Automático,8.0,150.0,204.0,430.0,195.0,9.90
VOLKSWAGEN,TOURAN,1,2016,150150.0,C,12.0,31675.00,14990.00,Rudy Motors,Barcelona,Cataluña,delantera,4527.0,1829.0,1659.0,137.0,7.0,5.0,2791.0,2039.0,4.50,4.10,5.30,120.00,58.00,Diesel,4.0,1598.0,Turbo,Manual,6.0,85.0,115.0,250.0,190.0,11.40
PEUGEOT,2008,5,2015,107995.0,C,12.0,18350.00,9900.00,SAFARI CAR BADALONA,Barcelona,Cataluña,delantera,4159.0,1739.0,1556.0,360.0,5.0,5.0,2538.0,1656.0,4.70,4.00,5.80,108.00,50.00,Gasolina,3.0,1199.0,,Manual,5.0,81.0,110.0,205.0,190.0,9.90
SEAT,ARONA,6,2024,6856.0,C,12.0,,24500.00,ONDINAUTO Concesionario oficial DAS WELTAUTO,Barcelona,Cataluña,,,,,,,5.0,,,5.50,,,,,Gasolina,,1498.0,,Automático,,,150.0,,,
CITROEN,C3,9,2021,60866.0,C,12.0,19980.00,11900.00,ONDINAUTO Concesionario oficial DAS WELTAUTO,Barcelona,Cataluña,delantera,3996.0,1749.0,1474.0,300.0,5.0,5.0,2539.0,1640.0,3.70,3.30,4.20,96.00,42.00,Diesel,4.0,1499.0,Turbo de geometría variable,Manual,5.0,73.0,100.0,250.0,185.0,10.60
TOYOTA,AYGO,10,2023,12109.0,C,24.0,,18947.00,FERTO TORRENT,Valencia,Valencia,,,,,,,5.0,,,4.80,,,,,Gasolina,,,,Automático,,,72.0,,,
MERCEDES-BENZ,CLASE GLC,4,2021,87900.0,C,12.0,87498.00,68990.00,AUTO STORE 80,Barcelona,Cataluña,total permanente,4729.0,1931.0,1585.0,500.0,5.0,5.0,2873.0,2460.0,10.20,7.10,13.20,232.00,66.00,Gasolina,6.0,2996.0,Turbo,Automático,9.0,287.0,390.0,520.0,250.0,4.90
PEUGEOT,207,1,2007,15000.0,B,,14920.00,5000.00,IMAGICAR,Albacete,Castilla-La Mancha,delantera,4030.0,1720.0,1472.0,310.0,5.0,5.0,2540.0,1660.0,4.50,3.80,5.80,115.00,50.00,Diesel,4.0,1398.0,Turbo,Manual,5.0,51.0,70.0,160.0,166.0,15.10
NISSAN,QASHQAI,3,2024,24293.0,ECO,12.0,,25900.00,SANTI ENRIQUE Concesionario oficial Nissan,Barcelona,Cataluña,,,,,,,5.0,,,6.30,,,,,Híbrido Enchufable,,1332.0,,Manual,,,140.0,,,
NISSAN,JUKE,9,2024,5.0,C,12.0,,22900.00,SANTI ENRIQUE Concesionario oficial Nissan,Barcelona,Cataluña,,,,,,,5.0,,,5.80,,,,,Gasolina,,,,Manual,,,114.0,,,
FIAT,PANDA,11,2022,22329.0,ECO,12.0,,11950.00,EXCLUSIVAS PONT Concesionario oficial Spoticar,Barcelona,Cataluña,,,,,,,5.0,,,4.90,,,,,Híbrido Enchufable,,,,Manual,,,70.0,,,
MERCEDES-BENZ,CLASE GLA,4,2024,7000.0,C,36.0,,40990.00,JADISA,Jaén,Andalucía,,,,,,,5.0,,1570.0,6.00,4.00,7.00,,,Gasolina,,1332.0,,Automático,7.0,,163.0,,,
MERCEDES-BENZ,CLASE GLC,1,2023,40531.0,ECO,36.0,,59990.00,JADISA,Jaén,Andalucía,,,,,,,5.0,,2000.0,5.00,5.00,6.00,,,Híbrido Enchufable,,1993.0,,Automático,9.0,,197.0,,,
LAND-ROVER,DISCOVERY SPORT,4,2017,111480.0,C,12.0,37600.00,15900.00,AUTOMOVILES CERVERA,Ávila,Castilla y León,delantera,4589.0,2069.0,1724.0,541.0,5.0,5.0,2741.0,2380.0,4.70,4.20,5.50,149.00,54.00,Diesel,4.0,1999.0,Turbo de geometría variable,Manual,6.0,110.0,150.0,380.0,180.0,10.60
PEUGEOT,208,6,2018,26572.0,C,12.0,16590.00,10590.00,STELLANTIS & YOU SEVILLA ,Sevilla,Andalucía,delantera,3965.0,1739.0,1460.0,311.0,5.0,5.0,2538.0,1553.0,4.50,3.90,5.50,104.00,50.00,Gasolina,3.0,1199.0,,Manual,5.0,60.0,82.0,118.0,175.0,12.20
PEUGEOT,208,11,2021,109500.0,,12.0,,18570.00,HORIZONT AUTO,Valencia,Valencia,,,,,,,5.0,,,,,,,,Diesel,,1500.0,,Manual,,,100.0,,,
BMW,Z4,9,2022,4880.0,C,24.0,77050.00,62900.00,BMW MOVILNORTE,Madrid,Madrid,trasera,4324.0,1864.0,1304.0,281.0,2.0,2.0,2470.0,1860.0,7.10,5.90,9.10,162.00,52.00,Gasolina,6.0,2998.0,Turbo,Automático,8.0,250.0,340.0,500.0,250.0,4.50
BMW,X1,10,2020,49790.0,C,24.0,39440.00,26945.00,BMW MOVILNORTE,Madrid,Madrid,delantera,4447.0,1821.0,1598.0,505.0,5.0,5.0,2670.0,2125.0,4.40,4.00,4.90,114.00,51.00,Diesel,4.0,1995.0,Turbo de geometría variable,Automático,8.0,110.0,150.0,350.0,200.0,9.40
BMW,X2,3,2024,6867.0,0 EMISIONES,24.0,58550.00,61490.00,BMW MOVILNORTE,Madrid,Madrid,total permanente,4554.0,1845.0,1560.0,525.0,5.0,5.0,2692.0,2605.0,,,,,,Eléctrico,,,,Automático,1.0,230.0,313.0,494.0,180.0,5.60
TOYOTA,COROLLA,1,2022,67323.0,ECO,12.0,,22990.00,INTEGRAL MOTION MADRID,Madrid,Madrid,,,,,,,5.0,,1365.0,3.30,3.50,3.20,,,Híbrido Enchufable,,1798.0,,Automático,,,122.0,,,
LAND-ROVER,DISCOVERY SPORT,12,2020,100995.0,C,,46490.00,26500.00,INTEGRAL MOTION MADRID,Madrid,Madrid,total permanente,4589.0,2069.0,1724.0,541.0,5.0,5.0,2741.0,2505.0,5.30,4.70,6.30,139.00,54.00,Diesel,4.0,1999.0,Turbo de geometría variable,Automático,9.0,110.0,150.0,380.0,180.0,10.30
SEAT,ARONA,4,2021,18500.0,C,12.0,23150.00,18200.00,Holamotor Córdoba,Córdoba,Andalucía,delantera,4153.0,1780.0,1552.0,400.0,5.0,5.0,2566.0,1730.0,,,,,40.00,Gasolina,3.0,,Turbo,Manual,6.0,81.0,110.0,200.0,190.0,10.30
MINI,,5,2019,45500.0,C,24.0,34450.00,25500.00,BMW HISPAMOVIL,Alicante,Valencia,delantera,3850.0,1727.0,1415.0,160.0,4.0,2.0,2495.0,1745.0,6.40,5.20,8.30,145.00,44.00,Gasolina,4.0,1998.0,,Manual,6.0,141.0,192.0,280.0,230.0,7.20
SEAT,ARONA,5,2024,3515.0,C,12.0,25750.00,21900.00,Holamotor Córdoba,Córdoba,Andalucía,delantera,4154.0,1780.0,1537.0,400.0,5.0,5.0,2566.0,1720.0,,,,,40.00,Gasolina,3.0,,Turbo,Manual,6.0,85.0,116.0,200.0,193.0,10.00
BMW,SERIE 1,3,2023,21300.0,C,12.0,31433.00,27890.00,Holamotor Córdoba,Córdoba,Andalucía,delantera,4319.0,1799.0,1434.0,380.0,5.0,5.0,2670.0,1870.0,5.00,4.20,6.40,113.00,42.00,Gasolina,3.0,1499.0,Turbo,Automático,7.0,103.0,140.0,220.0,213.0,8.50
AUDI,A1,7,2024,5038.0,C,12.0,29920.00,27900.00,Holamotor Córdoba,Córdoba,Andalucía,delantera,4029.0,1740.0,1433.0,335.0,5.0,5.0,2563.0,1680.0,,,,,40.00,Gasolina,3.0,,Turbo,Automático,7.0,81.0,110.0,200.0,203.0,9.40
AUDI,Q2,1,2024,4273.0,C,12.0,34951.00,35850.00,Holamotor Córdoba,Córdoba,Andalucía,delantera,4208.0,1794.0,1508.0,405.0,5.0,5.0,2601.0,1815.0,,,,,50.00,Gasolina,3.0,,Turbo,Manual,6.0,81.0,110.0,200.0,197.0,11.20
VOLKSWAGEN,T-ROC,6,2021,93007.0,C,12.0,32478.00,21900.00,CADIMAR S.A.,Cádiz,Andalucía,delantera,4234.0,1819.0,1572.0,445.0,5.0,5.0,2593.0,1920.0,,,,,55.00,Diesel,4.0,1968.0,Turbo de geometría variable,Manual,6.0,110.0,150.0,340.0,205.0,8.80
TOYOTA,RAV-4,7,2020,72919.0,ECO,24.0,,32990.00,TOYOTA HUELVA,Huelva,Andalucía,,,,,,,5.0,,1665.0,4.00,4.00,4.00,,,Híbrido Enchufable,,2487.0,,Automático,5.0,,218.0,,,
CITROEN,C4,5,2018,38149.0,C,12.0,27150.00,14690.00,STELLANTIS &YOU ZARAGOZA – Rodríguez Ayuso 172,Zaragoza,Aragón,delantera,4438.0,1826.0,1610.0,537.0,5.0,5.0,2785.0,1905.0,5.00,4.30,6.10,116.00,57.00,Gasolina,3.0,1199.0,Turbo de geometría variable,Manual,6.0,96.0,130.0,230.0,201.0,10.10
SEAT,ARONA,12,2021,53891.0,C,12.0,,18990.00,STELLANTIS &YOU ZARAGOZA – Rodríguez Ayuso 172,Zaragoza,Aragón,,,,,,,5.0,,,5.00,4.50,5.70,,,Gasolina,,1498.0,,Automático,7.0,,150.0,,,
TOYOTA,RAV-4,7,2020,72919.0,ECO,24.0,,32990.00,TOYOTA NIMO GORDILLO,Sevilla,Andalucía,,,,,,,5.0,,1665.0,4.00,4.00,4.00,,,Híbrido Enchufable,,2487.0,,Automático,5.0,,218.0,,,
TOYOTA,C-HR,5,2021,66697.0,ECO,24.0,34600.00,23490.00,TOYOTA NIMO GORDILLO,Sevilla,Andalucía,delantera,4395.0,1795.0,1555.0,358.0,5.0,5.0,2640.0,1860.0,,,,,43.00,Híbrido Enchufable,4.0,1798.0,Turbo,Automático,1.0,90.0,122.0,142.0,170.0,11.00
CUPRA,FORMENTOR,4,2022,35459.0,C,48.0,70590.00,50900.00,CORMOSA,Málaga,Andalucía,total conectable,4468.0,1852.0,1505.0,410.0,5.0,5.0,2681.0,2120.0,,,,,55.00,Gasolina,5.0,2480.0,Turbo,Automático,7.0,287.0,390.0,480.0,250.0,4.20
PEUGEOT,207,1,2007,110692.0,C,12.0,13850.00,6800.00,ICARS,Valencia,Valencia,delantera,4030.0,1720.0,1472.0,310.0,5.0,5.0,2540.0,1620.0,6.30,5.00,8.40,150.00,50.00,Gasolina,4.0,1360.0,,Manual,5.0,55.0,75.0,118.0,170.0,13.90
VOLVO,XC40,11,2018,145000.0,C,12.0,47403.00,23500.00,AUTOMOVILES MARTIN,Córdoba,Andalucía,total permanente,4425.0,1863.0,1652.0,460.0,5.0,5.0,2702.0,2250.0,5.00,4.60,5.70,131.00,54.00,Diesel,4.0,1969.0,Turbo de geometría variable,Automático,8.0,140.0,190.0,400.0,210.0,7.90
KGM / SSANGYONG,MUSSO,6,2023,3500.0,,48.0,,26500.00,AUTOMOVILES MARTIN,Córdoba,Andalucía,,,,,,,4.0,,,,,,,,Diesel,,2200.0,,Manual,,,202.0,,,
TOYOTA,LAND CRUISER,8,2018,66000.0,C,,41900.00,33500.00,AUTOMOVILES MARTIN,Córdoba,Andalucía,total permanente,4840.0,1885.0,1845.0,621.0,5.0,5.0,2790.0,2990.0,7.40,6.60,8.90,194.00,87.00,Diesel,4.0,2755.0,Turbo de geometría variable,Manual,6.0,130.0,177.0,420.0,175.0,12.10
VOLKSWAGEN,GOLF,10,2022,9208.0,C,12.0,53760.00,39000.00,YOURCAR.ES,Madrid,Madrid,delantera,4295.0,1789.0,1465.0,374.0,5.0,5.0,2628.0,2015.0,,,,,50.00,Gasolina,4.0,1984.0,Turbo de geometría variable,Automático,7.0,221.0,300.0,400.0,250.0,5.60
CUPRA,LEÓN,5,2024,9940.0,ECO,36.0,34870.00,29900.00,GRUPO LESSEPS MOTORS,Barcelona,Cataluña,delantera,4398.0,1799.0,1442.0,380.0,5.0,5.0,2689.0,1880.0,,,,,45.00,Gasolina,4.0,1498.0,Turbo de geometría variable,Automático,7.0,110.0,150.0,250.0,214.0,8.70
CUPRA,LEÓN,3,2022,99900.0,C,12.0,,24300.00,LEADERCAR LEVANTE,Valencia,Valencia,,,,,,,5.0,,,,,,,,Gasolina,,1395.0,,Automático,,,245.0,,,
AUDI,A3,6,2020,75609.0,C,12.0,34828.00,24490.00,SEMPROCAR Concesionario oficial Kia,Barcelona,Cataluña,delantera,4343.0,1816.0,1449.0,380.0,5.0,5.0,2636.0,1830.0,,,,,50.00,Gasolina,4.0,1498.0,Turbo de geometría variable,Manual,6.0,110.0,150.0,250.0,224.0,8.40
DACIA,JOGGER,10,2024,5.0,ECO,24.0,,25549.00,BYmyCAR,Barcelona,Cataluña,,,,,,,5.0,,,,,,,,Híbrido Enchufable,,1598.0,,Automático,,,91.0,,,
DACIA,SANDERO,9,2021,51400.0,ECO,12.0,15530.00,13990.00,MY CAR EXCLUSIVE AUTOS,Alicante,Valencia,delantera,4099.0,1848.0,1535.0,328.0,5.0,5.0,2604.0,1578.0,5.20,4.60,6.30,105.00,50.00,Gasolina/gas,3.0,,,Manual,6.0,74.0,100.0,170.0,177.0,11.90
LAND-ROVER,RANGE ROVER EVOQUE,10,2023,6671.0,ECO,60.0,59500.00,42900.00,BRUSELAS MOTOR S.L,Madrid,Madrid,total permanente,4371.0,1996.0,1649.0,591.0,5.0,5.0,2681.0,2490.0,,,,,65.00,Diesel,4.0,1998.0,Turbo de geometría variable,Automático,9.0,120.0,163.0,380.0,199.0,9.80
PEUGEOT,5008,5,2021,83234.0,,12.0,,24990.00,GRUPO MOTORALBA,Albacete,Castilla-La Mancha,,,,,,,5.0,,,4.00,3.70,4.60,,,Diesel,,1499.0,,Automático,,,130.0,,,
TOYOTA,RAV-4,10,2020,81706.0,ECO,12.0,,28990.00,TURBO MANISES,Valencia,Valencia,,,,,,,5.0,,1775.0,5.80,4.50,4.50,,,Híbrido Enchufable,,2487.0,,Automático,,,221.0,,,
PEUGEOT,208,8,2020,51131.0,C,12.0,,13490.00,CITROEN INTERFREN,Girona,Cataluña,,,,,,,5.0,,,,,,,,Gasolina,,1199.0,,Manual,,,100.0,,,
SUZUKI,VITARA,12,2023,12000.0,ECO,36.0,,23000.00,CITROEN INTERFREN,Girona,Cataluña,,,,,,,5.0,,,5.80,,,,,Híbrido Enchufable,,1462.0,,Automático,,,116.0,,,
FIAT,PUNTO,9,2014,41000.0,C,12.0,16350.00,8800.00,GUPICAR AUTO,Ciudad Real,Castilla-La Mancha,delantera,4065.0,1687.0,1490.0,270.0,5.0,5.0,2510.0,1605.0,4.10,3.50,5.20,112.00,45.00,Diesel,4.0,1248.0,Turbo,Manual,5.0,55.0,75.0,190.0,165.0,13.60
MERCEDES-BENZ,CLASE A,10,2020,99000.0,C,12.0,31258.00,24390.00,RENAULT AUTOPUENTE OCASION,Murcia,Murcia,delantera,4299.0,1780.0,1433.0,341.0,5.0,5.0,2699.0,1960.0,3.70,3.40,4.30,98.00,50.00,Diesel,4.0,1461.0,Turbo de geometría variable,Automático,7.0,80.0,109.0,260.0,190.0,11.30
SEAT,ARONA,10,2024,10.0,C,36.0,24140.00,21250.00,AUTO ESTELLER TORTOSA,Tarragona,Cataluña,delantera,4153.0,1780.0,1537.0,400.0,5.0,5.0,2566.0,1720.0,,,,,40.00,Gasolina,3.0,,Turbo,Manual,6.0,85.0,116.0,200.0,193.0,10.00
ROLLS-ROYCE,PHANTOM,9,2020,33500.0,C,,,299900.00,ICONOCARS,Murcia,Murcia,,,,,,,2.0,,2580.0,14.80,10.20,22.80,,,Gasolina,,6749.0,,Automático,,,459.0,,,
PORSCHE,911,6,2019,50000.0,C,12.0,,145900.00,ICONOCARS,Murcia,Murcia,,,,,,,2.0,,1630.0,10.00,6.80,13.20,,,Gasolina,,2981.0,,Automático,,,384.0,,,
VOLVO,XC60,3,2021,49485.0,ECO,12.0,51507.00,33900.00,TOYOTA NIMAUTO,Cádiz,Andalucía,delantera,4688.0,1902.0,1658.0,505.0,5.0,5.0,2865.0,2500.0,4.80,3.30,6.20,127.00,60.00,Diesel,4.0,1969.0,Turbo de geometría variable,Automático,8.0,145.0,197.0,400.0,205.0,8.40
TOYOTA,C-HR,9,2023,11038.0,ECO,24.0,41400.00,34990.00,TOYOTA NIMAUTO,Cádiz,Andalucía,delantera,4395.0,1795.0,1555.0,358.0,5.0,5.0,2640.0,1860.0,,,,,43.00,Híbrido Enchufable,4.0,1987.0,Turbo,Automático,1.0,135.0,184.0,190.0,180.0,8.20
OPEL,CORSA,6,2023,32363.0,C,24.0,23150.00,15490.00,AUTOS PARQUE FERIA,Málaga,Andalucía,delantera,4060.0,1765.0,1435.0,309.0,5.0,5.0,2538.0,1620.0,,,,,44.00,Gasolina,3.0,1199.0,,Manual,6.0,74.0,100.0,205.0,188.0,9.90
CITROEN,C3,4,2016,109522.0,C,12.0,15650.00,8990.00,ICARS,Valencia,Valencia,delantera,3941.0,1728.0,1524.0,300.0,5.0,5.0,2466.0,1511.0,4.60,4.10,5.60,107.00,50.00,Gasolina,3.0,1199.0,,Manual,5.0,60.0,82.0,118.0,174.0,12.30
TOYOTA,LAND CRUISER,6,2020,171000.0,C,12.0,47600.00,31500.00,AUTOMOVILES MARTIN,Córdoba,Andalucía,total permanente,4840.0,1885.0,1845.0,104.0,7.0,5.0,2790.0,2990.0,7.40,6.60,8.90,194.00,87.00,Diesel,4.0,2755.0,Turbo de geometría variable,Manual,6.0,130.0,177.0,420.0,175.0,12.10
TOYOTA,C-HR,3,2022,68952.0,ECO,24.0,37100.00,27900.00,TOYOTA NIMO GORDILLO,Sevilla,Andalucía,delantera,4395.0,1795.0,1555.0,358.0,5.0,5.0,2640.0,1860.0,,,,,43.00,Híbrido Enchufable,4.0,1987.0,Turbo,Automático,1.0,135.0,184.0,190.0,180.0,8.20
BMW,X1,11,2020,75183.0,C,24.0,41350.00,30495.00,BMW MOVILNORTE,Madrid,Madrid,total permanente,4447.0,1821.0,1598.0,505.0,5.0,5.0,2670.0,2190.0,4.60,4.30,5.10,121.00,51.00,Diesel,4.0,1995.0,Turbo de geometría variable,Automático,8.0,110.0,150.0,350.0,197.0,9.40
OPEL,CORSA,3,2022,65300.0,C,12.0,20100.00,11990.00,GYATA,Madrid,Madrid,delantera,4060.0,1765.0,1435.0,309.0,5.0,5.0,2538.0,1550.0,,,,,40.00,Gasolina,3.0,1199.0,,Manual,5.0,55.0,75.0,118.0,174.0,13.20
MERCEDES-BENZ,CLASE C,3,2024,31153.0,,24.0,,43900.00,Valdisa Automotor10 Grupo Angal,Valencia,Valencia,,,,,,,4.0,,1755.0,4.00,,,,,Diesel,,1992.0,,Automático,9.0,,163.0,,,
MERCEDES-BENZ,CLASE C,7,2018,96957.0,0 EMISIONES,12.0,54750.00,25900.00,MERCEDES TRACCION,Barcelona,Cataluña,trasera,4702.0,1810.0,1460.0,350.0,5.0,5.0,2840.0,2305.0,2.40,,,49.00,50.00,Híbrido Enchufable,4.0,1991.0,,Automático,7.0,205.0,279.0,340.0,246.0,6.20
SKODA,OCTAVIA,11,2024,200.0,C,60.0,46645.00,45900.00,NOU MOTOR,Barcelona,Cataluña,delantera,4698.0,1829.0,1468.0,,5.0,5.0,2686.0,1870.0,,,,,45.00,Gasolina,4.0,1998.0,Turbo,Automático,7.0,195.0,266.0,250.0,228.0,8.60
VOLVO,XC40,6,2019,66300.0,C,12.0,52072.00,29900.00,LEADERCAR LEVANTE,Valencia,Valencia,total permanente,4425.0,1863.0,1652.0,460.0,5.0,5.0,2702.0,2220.0,7.10,6.00,8.90,164.00,54.00,Gasolina,4.0,1969.0,Turbo,Automático,8.0,182.0,247.0,350.0,230.0,6.40
CITROEN,C3,6,2018,47400.0,,12.0,,13800.00,LEADERCAR LEVANTE,Valencia,Valencia,,,,,,,5.0,,,,,,,,Diesel,,1560.0,,Manual,,,120.0,,,
BMW,SERIE 1,2,2024,25400.0,C,24.0,40004.00,32400.00,BMW MOVIL BEGAR,Alicante,Valencia,delantera,4319.0,1799.0,1434.0,380.0,5.0,5.0,2670.0,1980.0,4.20,3.70,5.00,109.00,42.00,Diesel,4.0,1995.0,Turbo de geometría variable,Automático,8.0,110.0,150.0,350.0,216.0,8.40
OPEL,CORSA,2,2024,24600.0,C,12.0,20800.00,13900.00,LEADERCAR LEVANTE,Valencia,Valencia,delantera,4060.0,1765.0,1433.0,309.0,5.0,5.0,2540.0,1620.0,,,,,44.00,Gasolina,3.0,1199.0,Turbo,Manual,6.0,74.0,100.0,205.0,194.0,
VOLVO,XC90,9,2019,172000.0,0 EMISIONES,12.0,85180.00,38900.00,AUTOMOVILES MARTIN,Córdoba,Andalucía,total permanente,4950.0,2008.0,1776.0,314.0,7.0,5.0,2984.0,3050.0,2.10,,,49.00,50.00,Híbrido Enchufable,4.0,1969.0,Turbo de geometría variable,Automático,8.0,300.0,407.0,640.0,230.0,5.60
VOLVO,EX30,7,2024,7317.0,0 EMISIONES,,,34990.00,GRUPO VIÑARÁS TOLEDO,Toledo,Castilla-La Mancha,,,,,,,5.0,,,,,,,,Eléctrico,,,,Automático,,,,,,
SUZUKI,JIMNY,4,2007,171000.0,B,12.0,16981.00,11800.00,AUTOMOVILES MARTIN,Córdoba,Andalucía,total conectable,3665.0,1600.0,1705.0,,4.0,3.0,2250.0,1500.0,6.10,5.60,7.00,162.00,,Diesel,4.0,1461.0,,Manual,5.0,63.0,86.0,200.0,145.0,17.00
TOYOTA,LAND CRUISER,8,2018,99000.0,C,,41900.00,31900.00,AUTOMOVILES MARTIN,Córdoba,Andalucía,total permanente,4840.0,1885.0,1845.0,621.0,5.0,5.0,2790.0,2990.0,7.40,6.60,8.90,194.00,87.00,Diesel,4.0,2755.0,Turbo de geometría variable,Manual,6.0,130.0,177.0,420.0,175.0,12.10
RENAULT,ESPACE SUV,10,2023,15731.0,ECO,36.0,48360.00,42950.00,RENAULT AUTO URBIÓN,La Rioja,La Rioja,delantera,4722.0,1579.0,1645.0,206.0,7.0,5.0,2738.0,2255.0,,,,,58.00,Híbrido Enchufable,3.0,1199.0,Turbo,Automático,7.0,146.0,200.0,,175.0,8.80
TOYOTA,YARIS,11,2020,70875.0,ECO,24.0,25600.00,19990.00,TOYOTA NIMO GORDILLO,Sevilla,Andalucía,delantera,3940.0,1745.0,1500.0,270.0,5.0,5.0,2560.0,1615.0,2.80,,,64.00,36.00,Híbrido Enchufable,4.0,1490.0,,Automático,1.0,85.0,116.0,,175.0,9.70
TOYOTA,COROLLA,3,2021,54802.0,ECO,24.0,28850.00,23490.00,TOYOTA NIMO GORDILLO,Sevilla,Andalucía,delantera,4370.0,1790.0,1435.0,361.0,5.0,5.0,2640.0,1820.0,,,,,43.00,Híbrido Enchufable,4.0,1798.0,,Automático,1.0,90.0,122.0,142.0,180.0,10.90
VOLKSWAGEN,T-ROC,2,2023,35647.0,C,12.0,35940.00,25990.00,TURBO MANISES,Valencia,Valencia,delantera,4234.0,1819.0,1573.0,445.0,5.0,5.0,2590.0,1850.0,,,,,50.00,Gasolina,4.0,1498.0,Turbo,Automático,7.0,110.0,150.0,250.0,205.0,8.40
CUPRA,TAVASCAN,9,2024,599.0,0 EMISIONES,36.0,52010.00,42900.00,MOLINA HERMANOS VEHICULOS,Córdoba,Andalucía,delantera,4644.0,1861.0,1597.0,,5.0,5.0,2766.0,2700.0,,,,,,Eléctrico,,,Turbo,Automático,1.0,210.0,285.0,545.0,180.0,6.80
SEAT,LEÓN,2,2024,20997.0,C,36.0,34560.00,24800.00,MOLINA HERMANOS VEHICULOS,Córdoba,Andalucía,delantera,4368.0,1800.0,1456.0,380.0,5.0,5.0,2686.0,1970.0,3.90,3.50,4.60,102.00,45.00,Diesel,4.0,1968.0,Turbo de geometría variable,Automático,7.0,110.0,150.0,360.0,215.0,8.50
MERCEDES-BENZ,CLASE S,10,2014,149000.0,,12.0,,34900.00,DMA AUTOMOCION LUXURY,Barcelona,Cataluña,,,,,,,4.0,,,,,,,,Diesel,,3000.0,,Automático,,,,,,
RENAULT,CLIO,5,2021,63962.0,C,12.0,19760.00,13900.00,STELLANTIS &YOU HUELVA,Huelva,Andalucía,delantera,4050.0,1798.0,1440.0,340.0,5.0,5.0,2583.0,1603.0,,,,,42.00,Gasolina,3.0,,Turbo,Manual,6.0,67.0,90.0,160.0,180.0,12.20
MAZDA,5,11,2006,215425.0,B,12.0,26000.00,4999.00,MR OCASION..,Barcelona,Cataluña,delantera,4505.0,1755.0,1615.0,,7.0,5.0,2750.0,2230.0,6.30,5.70,7.30,173.00,60.00,Diesel,4.0,1998.0,Turbo,Manual,6.0,105.0,143.0,360.0,179.0,10.40
MINI,COUNTRYMAN,4,2019,70000.0,C,12.0,28250.00,19500.00,Top Auto Bamel,Valencia,Valencia,delantera,4299.0,1822.0,1557.0,450.0,5.0,5.0,2670.0,1985.0,4.10,3.90,4.50,107.00,51.00,Diesel,3.0,1496.0,Turbo,Manual,6.0,86.0,116.0,270.0,190.0,10.90
VOLKSWAGEN,POLO,8,2019,102592.0,C,12.0,,10990.00,DOMINGO ALONSO OCASIÓN,Las Palmas,Canarias,,,,,,,5.0,,,,,,,,Gasolina,,1000.0,,Manual,,,95.0,,,
